Wed Feb 19 17:38:37 2025, Temperature: 22.2°C, Humidity: 40.0%
Wed Feb 19 17:45:43 2025, Temperature: 17.1°C, Humidity: 59.8%
Wed Feb 19 17:45:48 2025, Temperature: 15.4°C, Humidity: 42.8%
Wed Feb 19 17:45:53 2025, Temperature: 16.3°C, Humidity: 54.2%
Wed Feb 19 17:45:58 2025, Temperature: 18.9°C, Humidity: 42.2%
Wed Feb 19 17:46:03 2025, Temperature: 16.9°C, Humidity: 58.8%
Wed Feb 19 17:46:08 2025, Temperature: 21.7°C, Humidity: 55.2%
Wed Feb 19 17:46:13 2025, Temperature: 24.9°C, Humidity: 53.3%
Wed Feb 19 17:46:18 2025, Temperature: 20.3°C, Humidity: 43.1%
Wed Feb 19 17:46:23 2025, Temperature: 23.5°C, Humidity: 56.2%
Wed Feb 19 17:46:28 2025, Temperature: 24.4°C, Humidity: 49.8%
Wed Feb 19 17:46:33 2025, Temperature: 22.1°C, Humidity: 55.9%
Wed Feb 19 17:46:38 2025, Temperature: 16.9°C, Humidity: 46.2%
Wed Feb 19 17:46:43 2025, Temperature: 18.4°C, Humidity: 45.7%
Wed Feb 19 17:46:48 2025, Temperature: 21.6°C, Humidity: 47.8%
Wed Feb 19 17:46:53 2025, Temperature: 15.3°C, Humidity: 41.8%
Wed Feb 19 17:46:58 2025, Temperature: 25.0°C, Humidity: 48.1%
Wed Feb 19 17:47:03 2025, Temperature: 22.2°C, Humidity: 40.5%
Wed Feb 19 17:47:08 2025, Temperature: 16.0°C, Humidity: 41.6%
Wed Feb 19 17:47:13 2025, Temperature: 24.3°C, Humidity: 55.1%
Wed Feb 19 17:47:18 2025, Temperature: 19.7°C, Humidity: 42.7%
Wed Feb 19 17:47:23 2025, Temperature: 22.9°C, Humidity: 41.0%
Wed Feb 19 17:47:28 2025, Temperature: 15.8°C, Humidity: 59.1%
Wed Feb 19 17:47:33 2025, Temperature: 21.3°C, Humidity: 42.1%
Wed Feb 19 17:47:38 2025, Temperature: 16.0°C, Humidity: 46.2%
Wed Feb 19 17:47:43 2025, Temperature: 24.2°C, Humidity: 52.2%
Wed Feb 19 17:47:48 2025, Temperature: 20.6°C, Humidity: 56.5%
Wed Feb 19 17:47:53 2025, Temperature: 17.3°C, Humidity: 58.8%
Wed Feb 19 17:47:58 2025, Temperature: 18.2°C, Humidity: 57.9%
Wed Feb 19 17:48:03 2025, Temperature: 17.2°C, Humidity: 51.6%
Wed Feb 19 17:48:08 2025, Temperature: 16.1°C, Humidity: 41.7%
Wed Feb 19 17:48:13 2025, Temperature: 25.0°C, Humidity: 49.7%
Wed Feb 19 17:48:18 2025, Temperature: 22.3°C, Humidity: 46.8%
Wed Feb 19 17:48:23 2025, Temperature: 23.2°C, Humidity: 46.6%
Wed Feb 19 17:48:28 2025, Temperature: 17.2°C, Humidity: 51.5%
Wed Feb 19 17:48:33 2025, Temperature: 17.9°C, Humidity: 51.9%
Wed Feb 19 17:48:38 2025, Temperature: 22.0°C, Humidity: 45.7%
Wed Feb 19 17:48:43 2025, Temperature: 15.9°C, Humidity: 51.2%
Wed Feb 19 17:48:48 2025, Temperature: 23.7°C, Humidity: 40.7%
Wed Feb 19 17:48:53 2025, Temperature: 22.2°C, Humidity: 40.7%
Wed Feb 19 17:48:58 2025, Temperature: 21.7°C, Humidity: 43.4%
Wed Feb 19 17:49:03 2025, Temperature: 24.6°C, Humidity: 55.9%
Wed Feb 19 17:49:08 2025, Temperature: 23.8°C, Humidity: 44.6%
Wed Feb 19 17:49:13 2025, Temperature: 18.0°C, Humidity: 56.0%
Wed Feb 19 17:49:18 2025, Temperature: 24.8°C, Humidity: 51.3%
Wed Feb 19 17:49:23 2025, Temperature: 24.3°C, Humidity: 58.6%
Wed Feb 19 17:49:28 2025, Temperature: 17.7°C, Humidity: 50.4%
Wed Feb 19 17:49:33 2025, Temperature: 16.5°C, Humidity: 44.0%
Wed Feb 19 17:49:38 2025, Temperature: 15.8°C, Humidity: 51.2%
Wed Feb 19 17:49:43 2025, Temperature: 23.8°C, Humidity: 59.5%
Wed Feb 19 17:49:48 2025, Temperature: 19.0°C, Humidity: 42.7%
Wed Feb 19 17:49:53 2025, Temperature: 24.5°C, Humidity: 46.0%
Wed Feb 19 17:49:59 2025, Temperature: 21.5°C, Humidity: 42.9%
Wed Feb 19 17:50:04 2025, Temperature: 16.2°C, Humidity: 55.9%
Wed Feb 19 17:50:09 2025, Temperature: 23.5°C, Humidity: 48.5%
Wed Feb 19 17:50:14 2025, Temperature: 20.9°C, Humidity: 47.4%
Wed Feb 19 17:50:19 2025, Temperature: 22.0°C, Humidity: 55.5%
Wed Feb 19 17:50:24 2025, Temperature: 21.1°C, Humidity: 59.0%
Wed Feb 19 17:50:29 2025, Temperature: 15.4°C, Humidity: 47.8%
Wed Feb 19 17:50:34 2025, Temperature: 17.8°C, Humidity: 46.9%
Wed Feb 19 17:50:39 2025, Temperature: 21.5°C, Humidity: 50.9%
Wed Feb 19 17:50:44 2025, Temperature: 18.1°C, Humidity: 58.9%
Wed Feb 19 17:50:49 2025, Temperature: 15.6°C, Humidity: 48.9%
Wed Feb 19 17:50:54 2025, Temperature: 19.3°C, Humidity: 45.6%
Wed Feb 19 17:50:59 2025, Temperature: 20.2°C, Humidity: 51.6%
Wed Feb 19 17:51:04 2025, Temperature: 21.5°C, Humidity: 51.2%
Wed Feb 19 17:51:09 2025, Temperature: 20.3°C, Humidity: 54.3%
Wed Feb 19 17:51:14 2025, Temperature: 22.8°C, Humidity: 59.3%
Wed Feb 19 17:51:19 2025, Temperature: 17.2°C, Humidity: 57.0%
Wed Feb 19 17:51:24 2025, Temperature: 15.4°C, Humidity: 47.4%
Wed Feb 19 17:51:29 2025, Temperature: 15.1°C, Humidity: 47.6%
Wed Feb 19 17:51:34 2025, Temperature: 18.2°C, Humidity: 57.1%
Wed Feb 19 17:51:39 2025, Temperature: 23.0°C, Humidity: 40.5%
Wed Feb 19 17:51:44 2025, Temperature: 17.4°C, Humidity: 45.7%
Wed Feb 19 19:05:15 2025, Temperature: 19.2°C, Humidity: 51.2%
Wed Feb 19 19:05:18 2025, Temperature: 19.1°C, Humidity: 46.5%
Wed Feb 19 19:05:23 2025, Temperature: 15.4°C, Humidity: 41.7%
Wed Feb 19 19:05:28 2025, Temperature: 22.6°C, Humidity: 59.7%
Wed Feb 19 19:05:33 2025, Temperature: 18.7°C, Humidity: 59.6%
Wed Feb 19 19:05:38 2025, Temperature: 17.7°C, Humidity: 48.0%
Wed Feb 19 19:05:43 2025, Temperature: 22.6°C, Humidity: 43.1%
Wed Feb 19 19:05:48 2025, Temperature: 21.7°C, Humidity: 41.7%
Wed Feb 19 19:05:53 2025, Temperature: 25.0°C, Humidity: 54.2%
Wed Feb 19 19:05:58 2025, Temperature: 22.5°C, Humidity: 41.1%
Wed Feb 19 19:06:03 2025, Temperature: 23.5°C, Humidity: 56.9%
Wed Feb 19 19:06:08 2025, Temperature: 19.6°C, Humidity: 53.7%
Wed Feb 19 19:06:13 2025, Temperature: 23.1°C, Humidity: 41.7%
Wed Feb 19 19:06:18 2025, Temperature: 24.3°C, Humidity: 44.4%
Wed Feb 19 19:06:23 2025, Temperature: 18.9°C, Humidity: 50.2%
Wed Feb 19 19:06:28 2025, Temperature: 18.2°C, Humidity: 52.9%
Wed Feb 19 19:06:33 2025, Temperature: 17.4°C, Humidity: 41.7%
Wed Feb 19 19:06:38 2025, Temperature: 17.3°C, Humidity: 55.2%
Wed Feb 19 19:06:43 2025, Temperature: 22.1°C, Humidity: 51.3%
Wed Feb 19 19:06:48 2025, Temperature: 20.2°C, Humidity: 48.4%
Wed Feb 19 19:06:53 2025, Temperature: 23.8°C, Humidity: 53.3%
Wed Feb 19 19:06:58 2025, Temperature: 23.7°C, Humidity: 53.5%
Wed Feb 19 19:07:03 2025, Temperature: 16.8°C, Humidity: 43.3%
Wed Feb 19 19:07:08 2025, Temperature: 16.6°C, Humidity: 44.1%
Wed Feb 19 19:07:13 2025, Temperature: 20.6°C, Humidity: 54.3%
Wed Feb 19 19:07:18 2025, Temperature: 24.9°C, Humidity: 44.2%
Wed Feb 19 19:07:23 2025, Temperature: 22.7°C, Humidity: 59.3%
Wed Feb 19 19:07:28 2025, Temperature: 17.4°C, Humidity: 54.0%
Wed Feb 19 19:07:33 2025, Temperature: 24.3°C, Humidity: 55.1%
Wed Feb 19 19:07:38 2025, Temperature: 24.9°C, Humidity: 50.1%
Wed Feb 19 19:07:43 2025, Temperature: 21.9°C, Humidity: 50.4%
Wed Feb 19 19:07:48 2025, Temperature: 18.7°C, Humidity: 45.0%
Wed Feb 19 19:07:53 2025, Temperature: 20.5°C, Humidity: 45.1%
Wed Feb 19 19:07:58 2025, Temperature: 21.3°C, Humidity: 54.2%
Wed Feb 19 19:08:03 2025, Temperature: 21.0°C, Humidity: 40.8%
Wed Feb 19 19:08:08 2025, Temperature: 17.6°C, Humidity: 47.6%
Wed Feb 19 19:08:13 2025, Temperature: 21.7°C, Humidity: 58.7%
Wed Feb 19 19:08:18 2025, Temperature: 24.3°C, Humidity: 40.4%
Wed Feb 19 19:08:23 2025, Temperature: 20.6°C, Humidity: 54.1%
Wed Feb 19 19:08:28 2025, Temperature: 16.9°C, Humidity: 59.0%
Wed Feb 19 19:08:33 2025, Temperature: 22.2°C, Humidity: 40.8%
Wed Feb 19 19:08:38 2025, Temperature: 15.7°C, Humidity: 49.7%
Wed Feb 19 19:08:43 2025, Temperature: 19.7°C, Humidity: 49.3%
Wed Feb 19 19:08:48 2025, Temperature: 18.8°C, Humidity: 47.7%
Wed Feb 19 19:08:53 2025, Temperature: 18.7°C, Humidity: 40.8%
Wed Feb 19 19:08:58 2025, Temperature: 15.7°C, Humidity: 45.4%
Wed Feb 19 19:09:03 2025, Temperature: 20.5°C, Humidity: 45.2%
Wed Feb 19 19:09:08 2025, Temperature: 24.0°C, Humidity: 43.4%
Wed Feb 19 19:09:13 2025, Temperature: 15.1°C, Humidity: 47.0%
Wed Feb 19 19:09:18 2025, Temperature: 24.1°C, Humidity: 44.2%
Wed Feb 19 19:09:23 2025, Temperature: 23.2°C, Humidity: 43.3%
Wed Feb 19 19:09:28 2025, Temperature: 19.3°C, Humidity: 45.7%
Wed Feb 19 19:09:33 2025, Temperature: 18.9°C, Humidity: 52.7%
Wed Feb 19 19:09:38 2025, Temperature: 21.6°C, Humidity: 41.6%
Wed Feb 19 19:09:43 2025, Temperature: 24.1°C, Humidity: 41.3%
Wed Feb 19 19:09:48 2025, Temperature: 24.2°C, Humidity: 46.3%
Wed Feb 19 19:09:53 2025, Temperature: 24.9°C, Humidity: 57.8%
Wed Feb 19 19:09:58 2025, Temperature: 20.4°C, Humidity: 50.9%
Wed Feb 19 19:10:03 2025, Temperature: 21.6°C, Humidity: 42.9%
Wed Feb 19 19:10:08 2025, Temperature: 19.6°C, Humidity: 51.3%
Wed Feb 19 19:10:13 2025, Temperature: 15.1°C, Humidity: 48.8%
Wed Feb 19 19:10:18 2025, Temperature: 24.9°C, Humidity: 54.4%
Wed Feb 19 19:10:23 2025, Temperature: 23.6°C, Humidity: 54.4%
Wed Feb 19 19:10:28 2025, Temperature: 24.7°C, Humidity: 59.8%
Wed Feb 19 19:10:33 2025, Temperature: 23.0°C, Humidity: 41.0%
Wed Feb 19 19:10:38 2025, Temperature: 18.1°C, Humidity: 42.7%
Wed Feb 19 19:10:43 2025, Temperature: 19.7°C, Humidity: 49.9%
Wed Feb 19 19:10:48 2025, Temperature: 15.5°C, Humidity: 52.9%
Wed Feb 19 19:10:53 2025, Temperature: 23.1°C, Humidity: 50.6%
Wed Feb 19 19:10:58 2025, Temperature: 19.0°C, Humidity: 41.2%
Wed Feb 19 19:11:03 2025, Temperature: 19.4°C, Humidity: 49.8%
Wed Feb 19 19:11:08 2025, Temperature: 22.7°C, Humidity: 54.0%
Wed Feb 19 19:11:13 2025, Temperature: 22.7°C, Humidity: 48.6%
Wed Feb 19 19:11:18 2025, Temperature: 17.1°C, Humidity: 40.1%
Wed Feb 19 19:11:23 2025, Temperature: 23.6°C, Humidity: 55.3%
Wed Feb 19 19:11:28 2025, Temperature: 15.8°C, Humidity: 47.6%
Wed Feb 19 19:11:33 2025, Temperature: 18.7°C, Humidity: 43.6%
Wed Feb 19 19:11:38 2025, Temperature: 17.3°C, Humidity: 51.9%
Wed Feb 19 19:11:43 2025, Temperature: 24.7°C, Humidity: 51.3%
Wed Feb 19 19:11:48 2025, Temperature: 15.4°C, Humidity: 55.8%
Wed Feb 19 19:11:53 2025, Temperature: 20.4°C, Humidity: 52.5%
Wed Feb 19 19:11:58 2025, Temperature: 24.1°C, Humidity: 46.7%
Wed Feb 19 19:12:03 2025, Temperature: 19.5°C, Humidity: 54.0%
Wed Feb 19 19:12:08 2025, Temperature: 22.0°C, Humidity: 55.0%
Wed Feb 19 19:12:14 2025, Temperature: 21.1°C, Humidity: 45.8%
Wed Feb 19 19:12:19 2025, Temperature: 24.0°C, Humidity: 49.6%
Wed Feb 19 19:12:24 2025, Temperature: 22.2°C, Humidity: 54.3%
Wed Feb 19 19:12:29 2025, Temperature: 22.7°C, Humidity: 48.1%
Wed Feb 19 19:12:34 2025, Temperature: 16.1°C, Humidity: 57.7%
Wed Feb 19 19:12:39 2025, Temperature: 24.0°C, Humidity: 48.3%
Wed Feb 19 19:12:44 2025, Temperature: 23.5°C, Humidity: 48.1%
Wed Feb 19 19:12:49 2025, Temperature: 17.3°C, Humidity: 41.6%
Wed Feb 19 19:12:54 2025, Temperature: 21.0°C, Humidity: 58.8%
Wed Feb 19 19:12:59 2025, Temperature: 16.6°C, Humidity: 52.0%
Wed Feb 19 19:13:04 2025, Temperature: 22.8°C, Humidity: 49.6%
Wed Feb 19 19:13:09 2025, Temperature: 20.7°C, Humidity: 57.7%
Wed Feb 19 19:13:14 2025, Temperature: 24.4°C, Humidity: 56.2%
Wed Feb 19 19:13:19 2025, Temperature: 24.0°C, Humidity: 55.9%
Wed Feb 19 19:13:24 2025, Temperature: 19.5°C, Humidity: 50.8%
Wed Feb 19 19:13:29 2025, Temperature: 19.7°C, Humidity: 56.9%
Wed Feb 19 19:13:34 2025, Temperature: 18.4°C, Humidity: 52.8%
Wed Feb 19 19:13:39 2025, Temperature: 23.6°C, Humidity: 51.9%
Wed Feb 19 19:13:44 2025, Temperature: 17.7°C, Humidity: 54.1%
Wed Feb 19 19:13:49 2025, Temperature: 16.3°C, Humidity: 41.4%
Wed Feb 19 19:13:54 2025, Temperature: 22.1°C, Humidity: 48.8%
Wed Feb 19 19:13:59 2025, Temperature: 22.3°C, Humidity: 46.6%
Wed Feb 19 19:14:04 2025, Temperature: 23.6°C, Humidity: 59.5%
Wed Feb 19 19:14:09 2025, Temperature: 18.0°C, Humidity: 53.6%
Wed Feb 19 19:14:14 2025, Temperature: 19.8°C, Humidity: 53.3%
Wed Feb 19 19:14:19 2025, Temperature: 19.4°C, Humidity: 48.3%
Wed Feb 19 19:14:24 2025, Temperature: 17.8°C, Humidity: 47.3%
Wed Feb 19 19:14:29 2025, Temperature: 22.6°C, Humidity: 49.7%
Wed Feb 19 19:14:34 2025, Temperature: 20.6°C, Humidity: 57.9%
Wed Feb 19 19:14:39 2025, Temperature: 15.3°C, Humidity: 54.8%
Wed Feb 19 19:14:44 2025, Temperature: 15.6°C, Humidity: 59.8%
Wed Feb 19 19:14:49 2025, Temperature: 16.9°C, Humidity: 43.7%
Wed Feb 19 19:14:54 2025, Temperature: 21.9°C, Humidity: 40.1%
Wed Feb 19 19:14:59 2025, Temperature: 24.5°C, Humidity: 49.5%
Wed Feb 19 19:15:04 2025, Temperature: 17.0°C, Humidity: 41.6%
Wed Feb 19 19:15:09 2025, Temperature: 17.0°C, Humidity: 56.1%
Wed Feb 19 19:15:14 2025, Temperature: 15.6°C, Humidity: 49.8%
Wed Feb 19 19:15:19 2025, Temperature: 20.2°C, Humidity: 48.4%
Wed Feb 19 19:15:24 2025, Temperature: 23.6°C, Humidity: 44.8%
Wed Feb 19 19:15:29 2025, Temperature: 21.1°C, Humidity: 58.9%
Wed Feb 19 19:15:34 2025, Temperature: 21.3°C, Humidity: 46.5%
Wed Feb 19 19:15:39 2025, Temperature: 23.0°C, Humidity: 50.1%
Wed Feb 19 19:15:44 2025, Temperature: 22.7°C, Humidity: 55.9%
Wed Feb 19 19:15:49 2025, Temperature: 19.4°C, Humidity: 49.8%
Wed Feb 19 19:15:54 2025, Temperature: 23.4°C, Humidity: 49.6%
Wed Feb 19 19:15:59 2025, Temperature: 24.2°C, Humidity: 56.1%
Wed Feb 19 19:16:04 2025, Temperature: 19.0°C, Humidity: 55.3%
Wed Feb 19 19:16:09 2025, Temperature: 24.4°C, Humidity: 40.1%
Wed Feb 19 19:16:14 2025, Temperature: 19.2°C, Humidity: 54.8%
Wed Feb 19 19:16:19 2025, Temperature: 20.5°C, Humidity: 54.0%
Wed Feb 19 19:16:24 2025, Temperature: 21.8°C, Humidity: 46.2%
Wed Feb 19 19:16:29 2025, Temperature: 22.4°C, Humidity: 48.9%
Wed Feb 19 19:16:34 2025, Temperature: 15.1°C, Humidity: 50.2%
Wed Feb 19 19:16:39 2025, Temperature: 18.7°C, Humidity: 45.3%
Wed Feb 19 19:16:44 2025, Temperature: 22.3°C, Humidity: 49.6%
Wed Feb 19 19:16:49 2025, Temperature: 17.1°C, Humidity: 57.0%
Wed Feb 19 19:16:54 2025, Temperature: 21.7°C, Humidity: 50.2%
Wed Feb 19 19:16:59 2025, Temperature: 18.9°C, Humidity: 43.7%
Wed Feb 19 19:17:04 2025, Temperature: 24.0°C, Humidity: 58.4%
Wed Feb 19 19:17:09 2025, Temperature: 23.9°C, Humidity: 55.5%
Wed Feb 19 19:17:14 2025, Temperature: 21.7°C, Humidity: 55.5%
Wed Feb 19 19:17:19 2025, Temperature: 17.5°C, Humidity: 40.2%
Wed Feb 19 19:17:24 2025, Temperature: 20.8°C, Humidity: 52.4%
Wed Feb 19 19:17:29 2025, Temperature: 20.1°C, Humidity: 41.2%
Wed Feb 19 19:17:34 2025, Temperature: 24.5°C, Humidity: 51.3%
Wed Feb 19 19:17:39 2025, Temperature: 16.5°C, Humidity: 43.8%
Wed Feb 19 19:17:44 2025, Temperature: 17.6°C, Humidity: 58.2%
Wed Feb 19 19:17:49 2025, Temperature: 19.4°C, Humidity: 49.4%
Wed Feb 19 19:17:54 2025, Temperature: 22.5°C, Humidity: 45.4%
Wed Feb 19 19:17:59 2025, Temperature: 21.7°C, Humidity: 54.7%
Wed Feb 19 19:18:04 2025, Temperature: 20.4°C, Humidity: 55.7%
Wed Feb 19 19:18:09 2025, Temperature: 23.4°C, Humidity: 42.7%
Wed Feb 19 19:18:14 2025, Temperature: 19.0°C, Humidity: 51.7%
Wed Feb 19 19:18:19 2025, Temperature: 18.5°C, Humidity: 42.1%
Wed Feb 19 19:18:24 2025, Temperature: 19.4°C, Humidity: 49.5%
Wed Feb 19 19:18:29 2025, Temperature: 18.7°C, Humidity: 58.1%
Wed Feb 19 19:18:34 2025, Temperature: 15.5°C, Humidity: 44.4%
Wed Feb 19 19:18:39 2025, Temperature: 23.6°C, Humidity: 43.8%
Wed Feb 19 19:18:44 2025, Temperature: 22.1°C, Humidity: 55.8%
Wed Feb 19 19:18:49 2025, Temperature: 16.2°C, Humidity: 51.0%
Wed Feb 19 19:18:54 2025, Temperature: 15.5°C, Humidity: 49.2%
Wed Feb 19 19:18:59 2025, Temperature: 19.9°C, Humidity: 52.8%
Wed Feb 19 19:19:04 2025, Temperature: 21.4°C, Humidity: 52.1%
Wed Feb 19 19:19:09 2025, Temperature: 17.2°C, Humidity: 50.9%
Wed Feb 19 19:19:14 2025, Temperature: 15.7°C, Humidity: 53.5%
Wed Feb 19 19:19:19 2025, Temperature: 15.2°C, Humidity: 50.1%
Wed Feb 19 19:19:24 2025, Temperature: 17.3°C, Humidity: 56.0%
Wed Feb 19 19:19:29 2025, Temperature: 20.0°C, Humidity: 42.6%
Wed Feb 19 19:19:34 2025, Temperature: 16.9°C, Humidity: 58.4%
Wed Feb 19 19:19:39 2025, Temperature: 25.0°C, Humidity: 40.8%
Wed Feb 19 19:19:45 2025, Temperature: 20.8°C, Humidity: 48.7%
Wed Feb 19 19:19:50 2025, Temperature: 24.5°C, Humidity: 42.4%
Wed Feb 19 19:19:55 2025, Temperature: 23.8°C, Humidity: 56.6%
Wed Feb 19 19:20:00 2025, Temperature: 18.1°C, Humidity: 55.1%
Wed Feb 19 19:20:05 2025, Temperature: 19.6°C, Humidity: 50.1%
Wed Feb 19 19:20:10 2025, Temperature: 24.2°C, Humidity: 43.5%
Wed Feb 19 19:20:15 2025, Temperature: 15.5°C, Humidity: 48.5%
Wed Feb 19 19:20:20 2025, Temperature: 15.9°C, Humidity: 52.7%
